pattern,entry_time,entry_price,stop_loss,target,exit_time,exit_price,pnl,pnl_percent,result,risk_reward
long_king,2025-02-25 13:20:00+11:00,2950.0197405,2942.3347200000003,2949.89,2025-02-25 13:25:00+11:00,2949.89,-0.12974050000002535,-0.0043979536210844335,win,0.016882258154032503
short_king,2025-02-27 00:05:00+11:00,2913.3407355000004,2918.4755599999994,2913.205,2025-02-27 00:10:00+11:00,2913.205,0.13573550000046453,0.004659101434531275,win,0.026434301698235376
long_king,2025-03-03 16:05:00+11:00,2866.1545885,2860.3318050000003,2872.065,2025-03-03 18:45:00+11:00,2860.3318050000003,-5.822783499999787,-0.20315664491241336,loss,1.0150491599078388
long_king,2025-03-04 17:10:00+11:00,2888.7963790000003,2883.848265,2892.995,2025-03-04 18:15:00+11:00,2892.995,4.198620999999548,0.1453415349908796,win,0.8485295609598582
long_king,2025-03-05 23:40:00+11:00,2915.6219242499997,2909.142945,2922.675,2025-03-06 00:30:00+11:00,2909.142945,-6.478979249999611,-0.2222160286322525,loss,1.0886090968729278
long_king,2025-03-14 13:00:00+11:00,2986.2105945,2978.7332850000003,2987.28,2025-03-14 13:05:00+11:00,2987.28,1.0694055000003573,0.0358114562305146,win,0.1430200929893855
long_king,2025-03-14 18:00:00+11:00,2985.3053229999996,2978.303715,2988.47,2025-03-14 19:05:00+11:00,2988.47,3.1646770000002107,0.10600848682438808,win,0.4519928850630314
long_king,2025-03-19 02:30:00+11:00,3031.5241844999996,3022.2397349999997,3036.715,2025-03-19 03:30:00+11:00,3036.715,5.190815500000554,0.17122790992533987,win,0.5590870519572096
short_king,2025-03-21 01:40:00+11:00,3037.9858307500003,3045.42238,3029.38,2025-03-21 05:25:00+11:00,3045.42238,-7.4365492499996435,-0.24478551462380427,loss,1.157234418907484
short_king,2025-03-21 22:05:00+11:00,3030.7005169999998,3036.6035699999998,3028.565,2025-03-21 22:45:00+11:00,3036.6035699999998,-5.903053,-0.19477520021817454,loss,0.36176483592468317
short_king,2025-03-24 19:05:00+11:00,3024.9272495,3031.90888,3015.695,2025-03-24 21:25:00+11:00,3031.90888,-6.9816304999999375,-0.23080325324035325,loss,1.3223629494571412
short_king,2025-03-25 11:10:00+11:00,3010.8364779999997,3015.4824699999995,3005.07,2025-03-25 14:30:00+11:00,3015.4824699999995,-4.645991999999751,-0.15430901126473437,loss,1.2411726064099682
short_king,2025-03-27 07:30:00+11:00,3019.08650225,3023.9909699999994,3015.105,2025-03-27 11:00:00+11:00,3023.9909699999994,-4.904467749999185,-0.16244873230177698,loss,0.8118112816626917
short_king,2025-03-27 07:30:00+11:00,3019.08650225,3023.9909699999994,3014.965,2025-03-27 11:00:00+11:00,3023.9909699999994,-4.904467749999185,-0.16244873230177698,loss,0.8403566829450012
long_king,2025-03-27 18:10:00+11:00,3031.639219,3023.738235,3035.97,2025-03-27 18:50:00+11:00,3035.97,4.330780999999661,0.14285278316950223,win,0.5481318529438203
long_king,2025-03-27 18:10:00+11:00,3031.639219,3023.738235,3035.97,2025-03-27 18:50:00+11:00,3035.97,4.330780999999661,0.14285278316950223,win,0.5481318529438203
long_king,2025-03-28 11:00:00+11:00,3055.97901875,3051.180765,3057.165,2025-03-28 11:05:00+11:00,3057.165,1.185981250000168,0.03880855342014995,win,0.24716934780705058
long_king,2025-03-28 23:20:00+11:00,3073.1766765,3064.3026299999997,3082.875,2025-03-29 00:50:00+11:00,3082.875,9.698323499999788,0.31557975739439353,win,1.0928862610759598
long_king,2025-03-28 23:20:00+11:00,3073.1766765,3064.3026299999997,3082.875,2025-03-29 00:50:00+11:00,3082.875,9.698323499999788,0.31557975739439353,win,1.0928862610759598
long_king,2025-04-01 00:10:00+11:00,3117.6850249999998,3110.3715150000003,3125.385,2025-04-01 00:30:00+11:00,3110.3715150000003,-7.313509999999496,-0.23458142632607654,loss,1.0528426159260027
long_king,2025-04-01 00:10:00+11:00,3117.6850249999998,3110.3715150000003,3127.295,2025-04-01 00:30:00+11:00,3110.3715150000003,-7.313509999999496,-0.23458142632607654,loss,1.3140031257222546
long_king,2025-04-01 00:10:00+11:00,3117.6850249999998,3110.3715150000003,3123.795,2025-04-01 00:30:00+11:00,3110.3715150000003,-7.313509999999496,-0.23458142632607654,loss,0.8354367465144267
short_king,2025-04-07 16:55:00+10:00,3030.21316325,3041.74871,2977.285,2025-04-07 21:05:00+10:00,3041.74871,-11.535546749999867,-0.38068433237309374,loss,4.588266546620405
short_king,2025-04-07 16:55:00+10:00,3030.21316325,3041.74871,2970.215,2025-04-07 21:05:00+10:00,3041.74871,-11.535546749999867,-0.38068433237309374,loss,5.201154704695773
short_king,2025-04-07 22:50:00+10:00,3032.32253025,3039.601565,3019.555,2025-04-07 23:30:00+10:00,3019.555,12.767530250000164,0.4210478972020019,win,1.7540141912360392
long_king,2025-04-16 01:00:00+10:00,3217.3324102499996,3208.44834,3226.295,2025-04-16 03:35:00+10:00,3226.295,8.962589750000461,0.27857207795647176,win,1.0088382349296223
long_king,2025-04-22 11:10:00+10:00,3429.37600425,3415.2812999999996,3433.765,2025-04-22 11:15:00+10:00,3433.765,4.388995750000049,0.12798234269327133,win,0.3113932489927906
long_king,2025-04-22 11:10:00+10:00,3429.37600425,3415.2812999999996,3444.68,2025-04-22 11:30:00+10:00,3444.68,15.303995750000013,0.4462618193815402,win,1.0857975789027159
long_king,2025-04-25 01:40:00+10:00,3323.9818954999996,3316.22046,3344.09,2025-04-25 05:45:00+10:00,3344.09,20.108104500000536,0.6049402533516458,win,2.590771320589027
short_king,2025-04-30 00:30:00+10:00,3313.53314175,3324.791469999999,3310.51,2025-04-30 01:10:00+10:00,3310.51,3.0231417499999225,0.09123620077641019,win,0.26852492509269066
short_king,2025-04-30 00:30:00+10:00,3313.53314175,3324.791469999999,3300.4,2025-04-30 02:35:00+10:00,3324.791469999999,-11.258328249999067,-0.3397680894796521,loss,1.1665268109411482
long_king,2025-05-03 01:25:00+10:00,3249.9797015,3239.0377200000003,3263.265,2025-05-03 01:35:00+10:00,3239.0377200000003,-10.941981499999656,-0.33667845663619006,loss,1.2141583770727788
long_king,2025-05-03 01:25:00+10:00,3249.9797015,3239.0377200000003,3263.245,2025-05-03 01:35:00+10:00,3239.0377200000003,-10.941981499999656,-0.33667845663619006,loss,1.2123305545709786
short_king,2025-05-08 04:35:00+10:00,3389.70528325,3401.4180199999996,3378.8,2025-05-08 04:45:00+10:00,3378.8,10.905283249999684,0.3217177405920038,win,0.9310619270940174
short_king,2025-05-12 16:50:00+10:00,3277.356498,3284.936655,3258.85,2025-05-12 17:00:00+10:00,3258.85,18.506498000000192,0.5646775995011145,win,2.441439933236278
long_king,2025-05-13 21:40:00+10:00,3254.6160919999998,3247.93881,3255.895,2025-05-13 22:00:00+10:00,3247.93881,-6.67728199999965,-0.20516342976404267,loss,0.19153122483074636
long_king,2025-05-14 11:35:00+10:00,3246.1960667499998,3235.52124,3257.14,2025-05-14 12:00:00+10:00,3235.52124,-10.674826749999738,-0.3288410967944729,loss,1.0252094489496393
long_king,2025-05-21 10:20:00+10:00,3293.727822,3285.3863250000004,3298.2,2025-05-21 10:30:00+10:00,3298.2,4.472177999999985,0.13577861443585867,win,0.5361361395922444
short_king,2025-05-23 11:00:00+10:00,3304.2934145,3312.3190099999997,3289.595,2025-05-23 14:20:00+10:00,3312.3190099999997,-8.025595499999781,-0.24288386330286593,loss,1.8314422275581328
short_king,2025-05-23 11:00:00+10:00,3304.2934145,3312.3190099999997,3296.34,2025-05-23 11:35:00+10:00,3296.34,7.953414499999781,0.24069940233208006,win,0.9910061502601268
short_king,2025-05-23 13:35:00+10:00,3301.0368917500004,3309.8014949999997,3293.5,2025-05-23 14:15:00+10:00,3309.8014949999997,-8.764603249999254,-0.2655106118899755,loss,0.8599238933035663
long_king,2025-05-23 21:00:00+10:00,3327.8530565,3320.1515249999998,3327.655,2025-05-23 21:05:00+10:00,3327.655,-0.19805649999989328,-0.005951479726938276,win,0.025716508463269266
short_king,2025-05-30 19:35:00+10:00,3295.7634742499995,3302.5292299999996,3292.7,2025-05-30 20:50:00+10:00,3292.7,3.063474249999672,0.09295188425792028,win,0.4527911386691136
long_king,2025-06-11 17:25:00+10:00,3338.711313,3329.222445,3342.73,2025-06-11 17:50:00+10:00,3342.73,4.018687000000227,0.12036641156582165,win,0.4235159557494387
short_king,2025-07-04 13:15:00+10:00,3330.5505350000003,3337.7694349999997,3325.945,2025-07-04 13:40:00+10:00,3337.7694349999997,-7.218899999999394,-0.2167479497499771,loss,0.6379829336880317
short_king,2025-07-04 13:15:00+10:00,3330.5505350000003,3337.7694349999997,3325.945,2025-07-04 13:40:00+10:00,3337.7694349999997,-7.218899999999394,-0.2167479497499771,loss,0.6379829336880317
short_king,2025-07-09 22:30:00+10:00,3292.94432025,3299.3360399999997,3287.935,2025-07-09 23:20:00+10:00,3299.3360399999997,-6.391719749999538,-0.19410348698256397,loss,0.7837202577601377
short_king,2025-07-09 22:30:00+10:00,3292.94432025,3299.3360399999997,3287.625,2025-07-09 23:20:00+10:00,3299.3360399999997,-6.391719749999538,-0.19410348698256397,loss,0.8322205068519362
short_king,2025-07-15 05:00:00+10:00,3348.74757425,3354.4510999999993,3347.955,2025-07-15 05:30:00+10:00,3347.955,0.7925742500001434,0.023667781235426552,win,0.13896215862622316
short_king,2025-07-16 13:20:00+10:00,3330.9629112499997,3338.470135,3325.635,2025-07-16 14:55:00+10:00,3338.470135,-7.507223750000321,-0.2253769840740469,loss,0.7097046028499231
short_king,2025-07-16 13:20:00+10:00,3330.9629112499997,3338.470135,3325.635,2025-07-16 14:55:00+10:00,3338.470135,-7.507223750000321,-0.2253769840740469,loss,0.7097046028499231
long_king,2025-07-30 17:30:00+10:00,3327.31039375,3319.82685,3329.265,2025-07-30 17:40:00+10:00,3329.265,1.9546062499998698,0.05874433156796524,win,0.26118725503540335
long_king,2025-07-30 17:30:00+10:00,3327.31039375,3319.82685,3330.99,2025-07-30 17:45:00+10:00,3330.99,3.679606249999779,0.11058800696537147,win,0.49169302310816837
long_king,2025-07-30 22:10:00+10:00,3328.888367,3320.7209550000002,3333.485,2025-07-30 22:45:00+10:00,3320.7209550000002,-8.167411999999786,-0.2453495311217141,loss,0.5628016561427576
short_king,2025-08-01 12:10:00+10:00,3290.322607,3297.2389449999996,3290.575,2025-08-01 12:15:00+10:00,3290.575,-0.2523929999997563,-0.007670767585610072,win,0.03649228826002619
long_king,2025-08-05 01:50:00+10:00,3374.9671865,3367.44918,3379.845,2025-08-05 10:40:00+10:00,3379.845,4.877813499999775,0.14452921259534665,win,0.6488174092427033
long_king,2025-08-08 17:40:00+10:00,3392.50494625,3385.4112,3395.88,2025-08-08 17:45:00+10:00,3395.88,3.3750537500000064,0.09948559555471588,win,0.47577875371563527
short_king,2025-08-12 14:05:00+10:00,3351.13185875,3356.1628099999994,3346.225,2025-08-12 16:15:00+10:00,3346.225,4.906858750000083,0.14642392352267458,win,0.9753341875456865
short_king,2025-08-15 17:30:00+10:00,3344.38888225,3350.1117649999997,3333.415,2025-08-15 23:50:00+10:00,3333.415,10.97388224999986,0.32812817636856206,win,1.9175444840277733
long_king,2025-08-21 13:05:00+10:00,3343.85035425,3337.124535,3352.3,2025-08-21 16:15:00+10:00,3337.124535,-6.725819249999859,-0.2011399595514617,loss,1.256299855218467
long_king,2025-08-21 13:05:00+10:00,3343.85035425,3337.124535,3352.3,2025-08-21 16:15:00+10:00,3337.124535,-6.725819249999859,-0.2011399595514617,loss,1.256299855218467
long_king,2025-08-21 13:05:00+10:00,3343.85035425,3337.124535,3352.3,2025-08-21 16:15:00+10:00,3337.124535,-6.725819249999859,-0.2011399595514617,loss,1.256299855218467
long_king,2025-08-28 10:45:00+10:00,3396.9087670000004,3391.28532,3399.195,2025-08-28 10:55:00+10:00,3391.28532,-5.623447000000397,-0.16554601214582446,loss,0.40655366717240327
long_king,2025-08-28 14:55:00+10:00,3390.9244722500002,3385.436175,3398.055,2025-08-28 18:35:00+10:00,3398.055,7.130527749999601,0.2102827063343065,win,1.2992240443972058
long_king,2025-08-28 14:55:00+10:00,3390.9244722500002,3385.436175,3398.055,2025-08-28 18:35:00+10:00,3398.055,7.130527749999601,0.2102827063343065,win,1.2992240443972058
long_king,2025-08-28 14:55:00+10:00,3390.9244722500002,3385.436175,3398.055,2025-08-28 18:35:00+10:00,3398.055,7.130527749999601,0.2102827063343065,win,1.2992240443972058
short_king,2025-09-11 23:40:00+10:00,3630.04815875,3647.7290849999995,3619.74,2025-09-12 11:55:00+10:00,3647.7290849999995,-17.68092624999963,-0.4870713962122205,loss,0.5830101095523935
long_king,2025-09-16 09:10:00+10:00,3679.6235560000005,3672.828495,3681.39,2025-09-16 10:15:00+10:00,3681.39,1.7664439999994102,0.048006106415941475,win,0.2599599915290448
long_king,2025-09-16 14:35:00+10:00,3680.87143025,3671.030295,3685.465,2025-09-16 16:15:00+10:00,3685.465,4.59356975000037,0.12479571310884882,win,0.46677234214421404
long_king,2025-09-23 15:20:00+10:00,3747.543926,3739.541715,3750.675,2025-09-23 15:30:00+10:00,3750.675,3.1310740000003534,0.08355002801374378,win,0.3912761110648492
long_king,2025-09-23 15:20:00+10:00,3747.543926,3739.541715,3758.125,2025-09-23 15:45:00+10:00,3758.125,10.581074000000172,0.28234689729958806,win,1.3222688079582239
long_king,2025-09-23 15:20:00+10:00,3747.543926,3739.541715,3759.42,2025-09-23 18:25:00+10:00,3759.42,11.876074000000244,0.316902863168741,win,1.4840990821162128
long_king,2025-10-24 06:15:00+11:00,4131.75665525,4120.9798949999995,4152.005,2025-10-24 06:35:00+11:00,4120.9798949999995,-10.776760250000734,-0.26082756438008725,loss,1.8788897850816073
long_king,2025-10-24 06:15:00+11:00,4131.75665525,4121.62425,4148.74,2025-10-24 06:35:00+11:00,4121.62425,-10.132405250000375,-0.24523238165843272,loss,1.6761414818064972
long_king,2025-10-24 06:15:00+11:00,4131.75665525,4121.62425,4148.74,2025-10-24 06:35:00+11:00,4121.62425,-10.132405250000375,-0.24523238165843272,loss,1.6761414818064972
long_king,2025-10-24 06:15:00+11:00,4131.75665525,4121.62425,4148.74,2025-10-24 06:35:00+11:00,4121.62425,-10.132405250000375,-0.24523238165843272,loss,1.6761414818064972
long_king,2025-10-30 01:10:00+11:00,4016.7296575,3998.3876099999998,4028.125,2025-10-30 02:45:00+11:00,3998.3876099999998,-18.342047500000263,-0.45664132426119747,loss,0.6212688359900828
short_king,2025-10-30 11:45:00+11:00,3952.3789305,3968.3243599999996,3941.225,2025-10-30 13:00:00+11:00,3941.225,11.153930500000115,0.28220802448688986,win,0.6995064322350427
short_king,2025-10-30 16:55:00+11:00,3965.679939,3986.6476649999995,3929.925,2025-10-30 20:00:00+11:00,3986.6476649999995,-20.967725999999402,-0.5287296585333283,loss,1.705236848287742
long_king,2025-10-31 21:45:00+11:00,4007.2143037499995,3994.876125,4026.82,2025-10-31 23:35:00+11:00,4026.82,19.60569625000062,0.4892599887072018,win,1.5890267637758924
short_king,2025-11-05 13:10:00+11:00,3941.0773220000005,3953.5095599999995,3930.56,2025-11-05 14:05:00+11:00,3953.5095599999995,-12.43223799999896,-0.3154527806546537,loss,0.8459717389581412
short_king,2025-11-05 13:10:00+11:00,3941.0773220000005,3953.5095599999995,3930.92,2025-11-05 14:05:00+11:00,3953.5095599999995,-12.43223799999896,-0.3154527806546537,loss,0.8170147643570953
short_king,2025-11-05 13:10:00+11:00,3941.0773220000005,3953.5095599999995,3930.92,2025-11-05 14:05:00+11:00,3953.5095599999995,-12.43223799999896,-0.3154527806546537,loss,0.8170147643570953
long_king,2025-11-12 01:05:00+11:00,4138.8762905,4129.20666,4144.345,2025-11-12 01:25:00+11:00,4129.20666,-9.669630500000494,-0.23362936752169386,loss,0.5655551678008433
long_king,2025-11-12 01:05:00+11:00,4138.8762905,4129.20666,4144.805,2025-11-12 01:25:00+11:00,4129.20666,-9.669630500000494,-0.23362936752169386,loss,0.6131267890742739
short_king,2025-11-17 20:30:00+11:00,4087.29594325,4100.030935,4064.875,2025-11-17 22:00:00+11:00,4064.875,22.420943250000164,0.5485519903942219,win,1.7605777600916666
short_king,2025-11-17 22:45:00+11:00,4080.7229157500005,4092.843755,4049.76,2025-11-18 06:30:00+11:00,4049.76,30.96291575000032,0.7587605527073531,win,2.5545191311733646
short_king,2025-11-17 22:45:00+11:00,4080.7229157500005,4092.843755,4049.76,2025-11-18 06:30:00+11:00,4049.76,30.96291575000032,0.7587605527073531,win,2.5545191311733646
short_king,2025-11-17 22:45:00+11:00,4080.7229157500005,4092.843755,4049.76,2025-11-18 06:30:00+11:00,4049.76,30.96291575000032,0.7587605527073531,win,2.5545191311733646
long_king,2025-11-19 20:15:00+11:00,4087.1632812499997,4076.1447749999998,4097.0,2025-11-19 20:40:00+11:00,4097.0,9.836718750000273,0.24067349584800182,win,0.892745216712138
short_king,2025-12-05 00:25:00+11:00,4196.04330925,4206.056854999999,4189.82,2025-12-05 00:30:00+11:00,4189.82,6.223309250000057,0.1483137515830934,win,0.6214890714411119
short_king,2025-12-09 00:10:00+11:00,4210.23904925,4217.17296,4205.895,2025-12-09 00:20:00+11:00,4205.895,4.344049249999443,0.10317820910366789,win,0.6264933897511511
short_king,2025-12-09 00:10:00+11:00,4210.23904925,4217.17296,4205.895,2025-12-09 00:20:00+11:00,4205.895,4.344049249999443,0.10317820910366789,win,0.6264933897511511
short_king,2025-12-09 00:10:00+11:00,4210.23904925,4217.17296,4201.105,2025-12-09 00:30:00+11:00,4201.105,9.134049250000317,0.21694847117118993,win,1.3173012430251316
long_king,2025-12-12 14:15:00+11:00,4269.790553,4260.260475,4283.725,2025-12-12 18:05:00+11:00,4283.725,13.934447000000546,0.32634966111417474,win,1.4621545594905807
long_king,2025-12-12 14:15:00+11:00,4269.790553,4260.260475,4283.725,2025-12-12 18:05:00+11:00,4283.725,13.934447000000546,0.32634966111417474,win,1.4621545594905807
long_king,2025-12-12 14:15:00+11:00,4269.790553,4260.260475,4280.07,2025-12-12 16:55:00+11:00,4280.07,10.279446999999891,0.24074827260033735,win,1.0786319902103774
long_king,2025-12-18 03:50:00+11:00,4332.87197175,4320.01566,4349.28,2025-12-18 23:25:00+11:00,4320.01566,-12.856311749999804,-0.296715708052811,loss,1.2762624747334839
long_king,2025-12-18 17:00:00+11:00,4332.039221999999,4324.361309999999,4336.94,2025-12-18 18:30:00+11:00,4336.94,4.900778000000173,0.11312866178846831,win,0.6382956720525197
short_king,2025-12-19 01:55:00+11:00,4328.948425750001,4345.626284999999,4317.285,2025-12-19 03:05:00+11:00,4345.626284999999,-16.67785924999862,-0.3852635238339468,loss,0.699335902478123
short_king,2025-12-19 19:35:00+11:00,4325.8768475,4332.743415,4317.46,2025-12-19 20:45:00+11:00,4332.743415,-6.866567500000201,-0.158732385180325,loss,1.2257721925837661
long_king,2025-12-23 18:00:00+11:00,4479.623484000001,4472.05347,4488.925,2025-12-23 18:50:00+11:00,4488.925,9.301515999999538,0.20764057589263982,win,1.2287316773784753
long_king,2025-12-23 18:00:00+11:00,4479.623484000001,4472.05347,4488.325,2025-12-23 18:45:00+11:00,4488.325,8.701515999999174,0.19424659306923064,win,1.1494715861817748
long_king,2025-12-23 18:00:00+11:00,4479.623484000001,4472.05347,4487.175,2025-12-23 18:45:00+11:00,4487.175,7.551515999999538,0.16857479265772007,win,0.997556411388239
long_king,2025-12-23 21:30:00+11:00,4483.68220125,4473.7467750000005,4493.49,2025-12-23 22:55:00+11:00,4493.49,9.807798750000075,0.21874428895218692,win,0.9871543005012877
short_king,2025-12-29 16:30:00+11:00,4515.31749825,4524.2597399999995,4492.295,2025-12-29 17:25:00+11:00,4492.295,23.022498250000353,0.5098755128276843,win,2.5745779295222824
short_king,2025-12-29 16:30:00+11:00,4515.31749825,4524.2597399999995,4508.005,2025-12-29 16:55:00+11:00,4508.005,7.312498250000317,0.16194870577394432,win,0.8177477700153953
long_king,2025-12-31 04:20:00+11:00,4370.6057885,4357.972665,4404.375,2025-12-31 06:45:00+11:00,4357.972665,-12.633123499999783,-0.28904742526173915,loss,2.673069055329077
long_king,2025-12-31 04:20:00+11:00,4370.6057885,4357.972665,4404.375,2025-12-31 06:45:00+11:00,4357.972665,-12.633123499999783,-0.28904742526173915,loss,2.673069055329077
